message,cyberbullying
şimdi eline abaküsünü al ve hesaplamaya başla seni matematik özürlü herif,1
yüzüme karşı konuşmaya korkup karşımda iki büklüm olan ezik insanla,1
ağzın bal yesin endericiğim mimiklerine kurban senin  kaybetmekorkusu,0
dolmuşta ilkokul arkadaşımı gördüm kızın saçları sarı fönlü felan makyaj o biçim ben hala sabah kalınca yüzümü yıkamaya eriniyorum,0
senin kalbin kötülük dolu allah gönlüne göre versin de başın beladan kurtulmasın fesat yelloz,1
kanbersiz düğün olmazmiş,0
bu flood u size zorlamamın faydasını görüyorum çok ciddi mutluyum sddf te f,0
lan yalaka sonra çıkar yabancı sınırı dersin,1
sen okudugun bölümde atomu parcaliyorsun sanki pezevenk,1
senin kuş beyinli çiftlik bankı gerçek banka zannediyor peki aynı şey kemal içinde geçerli degilmi,1
galatasaray maçını pislik kocam yüzünden izleyemiyorum kütahya dönüşünde yoldayım adapazarında trafiğe takıldık,1
her sabah esnaflarımızı ziyaret ediyor hasbihal edip hayırlı işler diliyoruz,0
bunca yildir nasil gidiyorsak öyle gideriz bizi katleden medeniyet kuslari da katletmesin,0
herkese günaydınn sana kız paçoz sen daha geber miötekine sahilde çiçekli masada serpme kahvaltı,1
enanlamlıiyiki ulasastepe,0
valla fanlar öyle diyormuş hadi hayırlısı,0
9eylül izmir imizin düşman işgalinden kurtuluşu nun 95yıl dönümü kutlu olsun,0
neyse işte yarın haftalık günü nereye gidiyorsun otur oturduğun yerde budala,1
böbreğini satta masrafsız düğün yapalım,0
tudor kina yaksin gotune her zaman ayni hatalar olurmu kahpe seni bi siktir git,1
cerrahpaşaduruşu sanmayın ki bu duruş keyfimizdendircerrahpaşanın kaybı maalesef ki en çok halkımıza acı verecektir,0
umarım hak peşin de kısmı ılahi aşka yöneldiğimizi değil adalet istediğimizi düşündürmüştür kusura bakmayin ama sürekli ha,0
iphone için beleş müzik uygulaması söyleyin tşk,0
evren bir sanat,0
bu bilgileri bu 2 embesil gerizeka mı verecek götümle gülüyorum anlık zuahhaahha,1
başakşehir deplasmanına çift forvet çıkarsan böyle 5 lik yaparlar çıkmazsan korkak derler türk basını nda yalaka çok,1
biri milletvekili aday adayı olmuş  22 yaşında çocuk daha ulan git pornocu izle sen dingil,1
bu ne guzel amcik ne cekici got superr,1
şehir yalnizliği,0
hocam siz bu amk mesleğini yapmak istediğinizden emin misiniz,1
at izi it izine karışmamış bence it iti ısırmaz olayı yaşanıyor dürzü dürzü dakkada bulur,1
makyaj yapmayan kezban oluyor  yapan yollu artık sizde bir karar verin  yargılamayı bırakın,0
hepinizin bildiği gibi konfüçyüsün şöyle bir duası vartanrım bir ev dolusu kitap ile bir  bahçe  dolusu çiçek ver,0
bu andaval sürüsü zaten köpekten hallice,1
bugün harikasın canımm,0
siktir lan yavşak başkan,1
münafık akşama kadar boş işlerle uğraşır,1
halkarenası ölümün silemediği  başkomutanım ve tek dünya liderimsinruhun şad mekanın cennet olsun minnettarım ,0
ağzıyla hacamat yapıyorsagol abi iletirim tanışırsam,1
zafere 3 kala and içtik bu yolda,0
siktir lan abd uşağı şerefsiz idam edilmen lazım senin,1
hay amk zirzop ları,1
bundan sonra biri bana hobilerimi sorduğunda müzik dinlemek kitap okumak kore dizisi izlemek ve düzenli olarak ailem,0
radyoda çok güzel bir şarkı çalar ve sen eve giden yolu uzatırsın,0
küçükken bir film izlemiştim orada esmer bir kadın vardı ben ona hep çikolata kadın derdim eısjejsksjdskxjsk,0
ankara kadar güzelsin,0
sorunları hala sesimizi  duymak istemedin,0
can yücel kültür sanat festivalinde  gün boyu konserler festival sunumu şebnem sönmez ile zenginleşecek,0
evli çiftler ve tek bayanlar hepside erkek sağlam birtane evli çift veya tek bayan yok hepsi yalan dolan amk,1
bu moruk ne içiyor çok merak ediyorum bu nasıl bir kafa amk,1
seni güldürmeye  mi geldim bu dünyaya orospu  çocuğu  ben de mutsuz olabiliyorum işte,1
erik dalı duyunca direk oynama moduna geçiyom bence artık düğün sezonu açılmalı,0
tanıdığım tanımadığım tüm okul arkadaşlarımla en çok gurur duyduğum2 yıldır bütünlüğümüzü bu kadar güzel hissettiğimaile o,0
ilçemize hayırlı olsun başta size emeği geçen tüm ekibe teşekkürler,0
geleceğin armysi benim yeğenim ya çocuk bir buçuk yaşında bile olsa beni ve bizi diğer saygısız insancıklardan daha iyi an,0
bu kapitalist şişko kime benziyor,1
ne oldu lan sana ne girdi çıktı hani şu aşifte mengü diyordu ya siz 2019 zu düşünün mille,1
sıktır git koyduğum,1
ezhel yine geliyor aşırı mutluyum ,0
delii ayyaş işte ayık olsa normal dusunecekte,1
bu bilgilere nasıl ulaşabildin dümbük ve evet zamanında kanki olduklarından çıkar keşke öyle bir şey olsa ya ne eğlenirdim,1
işte biraz evvel size dediğim fettan kız bu hep oynayan kız bu,1
kanalı youtube un en başarılı kanallarından biri inanılmaz mütevazi bir abimiz satranç oynuyor ,0
yok sikim akımı yok bokum akımı yok çift videoları instagram sg hayatımdan,1
şenol güneş yok yok numaraydı,0
süpersin harika kilotun âmin memelerin harika,0
hocam kahveyi damardan alsak bile size ve sesinize karşı koyamaz hocam sal bizi hocam abv,1
başkasının yarattığı mutsuzlukla yaşamaktansa kendi yalnızlığımla yaşarım nasıl fikir,0
saçlarımı kesiyom keko stayla yapcam,0
burada pek küfür etmem ama illaki bir dengesiz çıkıp ayar ediyor işte buda o embesil için ,1
maçtan önce yazayım mossoro dünyanın en numaracı en anti profesyonel oyuncularından biri yine tonla pislik yapacaktır,1
yürüse bile önündekine arkasındakine pandik atar pislik yapar bu,1
aynen kardesim utanmassa gomisi gececek ibne,1
yaa bende fark ettim kesmemiş saçları şükür  kaos çıktı bu saçlar yüzünden,0
haddinden fazla gevşek twitmentionlarınız yüzünden çoğunu engelleyesim var bu ne embesil hareketler aq veled,1
yarım yamalağım herşey bombok,0
öğretim görevlilerinden öğrencilerine  personelinden hastasına cerrahpaşaduruşu budur,0
pislik bi insanım ve bu makarnadan nefret ediyorum,0
ee angut kukla oldumu insan gılıgın daki varlıklar neyap tıgını bilmeyen zavallı lar ,1
su katılmamış bir vatan hainisin yavşak,1
onun bunun koynundakiler için ziyan edilen aşkların şerefine kalksın kadehler  sizden bir bok olmaz,1
birşey diyim mi eve geldim yan binada düğün var bu kadar da olamaz dedim,0
gerçeğin dışına çıkmayarak yalan söylemek sinema anlayışı olarak diyorum,0
elinde olmayıpta yorum yapan kerhane çocuğu,1
hadi lan ordan sikik,1
keşke sadece ayyaş olsa at hırsızına benziyo oğlun havva anne,1
ne demek çikolata zararlı,0
biz türk milleti olarak çok garibiz ne bileyim sincanlı mustafa taş ankaralı namık kırşehirli bilmem ne siz hiç httpstcodzbu7gwr8y,0
ya dorydi değil mi 57 yaş grubu dahil hepimizin ağzına sıçtın ya her haltı unuttun film boyunca yeter hatırıma,1
acaba düğün dansı olur mu düğünde halay horon olur mu düsünsenize davut dayı foto rasim deli gibi oynuyor ha,0
aşırı güzel şarkı be,0
buyrun yine ezber cümleler bu solcuyum diye geçiniyor yani türk tipi ucube bir solculuk,1
kardeşim ne küçümsedin tavuğu yaa allah muhtaç eder valla korkmuyolarda hiç biz tavuk yiyoruz uygun fiyat çünkü hanım abla,0
sanane be zilli,1
yavuşak ve de tabii ki yandaş  kaldı,1
çünkü orospu çocukluğu yapıyosunuz,1
keske asifte dese bu direk oruspu diyor,1
götün kaşınmasın ananı sikerim,1
portakal suyu almaya üşendiğim için şu güzel gecede ayıq geziyorum sen şu an kafamdan daha güzelsin,0
çaylar dallama dallama olmuş,1
hayırlı günler,0
yarın okula gitmeye hiç hevesli değilim çünkü ilkbahar geldi ve bu içimizin pırpır olduğu dönemde aşık olunacak kimse y,0
angut diyen gavat senin 7 ceddini sikerim,1
sucuk ekmek var yenmi  yalaka taraftar grubu şarkı söylemek için o koltukları boşuna meşgül etmeyin karaktersiz toplulugu ,1
millette ne göt var amk ya herkes büyük yarrak peşinde,1
ikinci gol sonrası galatasaray taraftarının gol sevinci  skor farklı olsa şenol güneşin kafasına atacaklardı,0
iki kişi arasında kalınca şişko olanı seçiyorum sürekli çünkü şişko olan şişko diye zaten üzülmeye meyilli bari ben üzmeyeyim,0
dayanmak zor yalnızlığına akşamların,0
bir şey oluyorvarlığımız elimizden alınıyortarihimiz elimizden alınıyorürettiğimiz bütün iyilikler elimizden alınıyor,0
azönce bu ibne ye 270 liralik yemek aldım ben hayatım boyunca 270 liralık bi yemek yemedim valla tebrik ediyorum,1
endorfin yükseliyorsa seratonin de yükselsin,0
herkes gerizeka,1
bu nasıl bir amcık amk,1
allame çıkkın eser ölme hakkı düğün yahnisi biriktirilme,0
bu arada sayın amına koyduğum sen o profil fotoğrafına koyduğum adam değilsin öyle davranmaktan vazgeç,1
tam orospu olmuş kocası öyle diyor,1
onlar kaybetse birbirlerine hırsız der hizmetçi der kazanıyorlar yine kavgahakaretler havada,1
dombili bi gelsene bişey dicem,1
sana estetik yetmez yüz nakli yaptır yosma,1
çok mutluyum bugün de mesai bitti eve gidiyorum,0
anlaşılan siz diziyi izlemiyorsunuz yoksa bu saçma yaklaşımı öne sürmezdiniz,0
yarın proje sınavı için 5 kitap bitirmem ve performans için gezi yazısı yazmam gerekiyordu bilin bakalım ben naptım,0
asagilik kompleksli dallama,1
haysiyetsiz karaktersiz faşist puşt sürüsü,1
ağzına yarragi koydum ferahladim,1
murat ceylan severler 2 gündür ekrana ekmek banıyor aman nazar değmesin,0
gelirse benim fikrim başarılı olur,0
hadi yee bakalım ellerin çikolata olmuş,0
sol taraf felç ag cocugu tudor o sol beki cok mu aradın oçç ısrarla oynatıyorsun sol acık tolga oynuyor be ag oglu,1
isterse makyaj da yapar dudak da büzer bu allah ile kişi arasında kimse buna karışamaz,0
ne köprü ne yol istiyorum ,0
promote liyamam ne andaval,1
bizim bazı taraftarımız adebayor topçumu ne zamandır top oynamıyor diyodu pislik diyordu şimdi çok izlersiniz böyle,0
bir fenerbahçeli olarak tüm beşiktaş ve türkiye taraftarına başarılar dilerim    come to beşiktaş,0
bu pezevenk fenerbahçeli değil yemeyin artık bu trollemeleri,1
çünkü hocamız orospu çocugu,1
hayırlısı inşaallah teşekkür ederim,0
kes lan serefiz roman,1
tövbe et pezevenk,1
hahahahaha asdfghhghjş adamsın nusret usta,0
konusunu neden ağa babalarınız gündeme getirmiyor da sizin gibi tıfıllar ilgileniyor konuylaçünkü,0
tamam kardeşim araba senin sana aitaraba dedim pardon bmw ama ne bileyim yani kaputu açıp resim çekmene de gerek yoktu amk,1
oturdum hesap ettim nasılsa bugün pazar,0
hülya avşr filmine bir masturbasyon bir duş sahnesi filan koyaydin sex satar en iyi sen bilirsin,1
gerizeka ergen triplerinizin lüzumu yok,1
domal sikerim seni,1
sen önce kadına bakış açını değiştir bence belki kendi andaval ruh halinden kurtulmuş olursun,1
yeğenim elimde telefon görünce başıma dikiliyor sen napıyorsun hala diyip telefona bakıyor okumayı biliyor gibi pro,0
havadan sudan konuşurken bi anda seni çok mu üzdüler diyen bi güruh var ne alakası var oç hava diyorum çok sıcak ve bu tamamen iklimsel,1
bizim oğlan geçen internet mi daha önce icat edildi yoksa bilgisayar mı dedi  tam salak muamelesi yapacak,0
vee serdar ordaçın takipçileri artııyoor demet özdemiri bu davranışından dolayı tebrik ediyoruz,0
bu ronaldo tam krt amına koyum tavşan gibi ibne,1
valla sana diss atacaktım ama onu bile hak etmiyorsun bücür,1
eve dönerken bir şarkı dinledim ağlama dedim sakın ağlama,0
ben bu duyguyla saç başa gireceğim az kaldı ne biçim yönetim bu ya şu salak karıya vermişsiniz bütün yetkileri,1
benim gibi evli godoş kocalar burdamı kimse yokmu konuşacak,1
güneşin çiçekleri renklendirmesi gibi sanatta hayata renk verir,0
anandır gerizeka orpspu çocuğu   sokak fahişe ananın önünde siksinler seni piç kurusu  kaltak,1
bukadar beyinsiz biri olabilir mi yaww iki farklı yeniksin 80de oyun cu değişiyor bu ne lann taşak geçer gibi,1
lan bücür amma komiksin ha,1
rezil şırfıntı,1
anılın birsenin son kalan topunu karşıya geçip telekinezi yoluyla düşürmeye çalışması,0
eglenceyse eglence,0
çikolata yediğimizde mutlu hissetmemizin sebebi karaciğerimizin çikolatayü alkole dönüştürmesiymiş küfür,0
türkiye de 2 milyona yakın çocuk işçi var,0
elin o sinirini benden niye çıkarıyosun kahpe kamoonn aç telefonu aç çıkışa gel,1
doğanın işleyişi bozulmamalıdır ranta kurban edilmemelidir intikamı çok acı oluyor,0
orospu ve memurun bahşişini önden vercen dediği zaman jüriyi merak ediyom ben,1
exo nun teaserlarını izlerken birden gelen gerizeka olduğunu anlama hissi,0
keşfetimde seni görmekten bıktım lütfen makyaj yapma sana yalvarırım,0
olm zayn iyice tırrek oldu,1
kainattaki muhteşem ve muazzam denge ve ahenk alemlerin tek sahibini ilahını zikrediyorkalbimizin her atışında o n,0
kimi nerden kovuyon hödük  götün yiyorsa istanbul zeytinburnunda,1
yahu ben zamanın da seni takipten düştüm sen hangi aptal kuyruğu kısıp geri geliyon harbi burda andaval çok güldürüyonuz beni sağolun,1
hoşgeldin dedik sıra veda busesinde,0
şu tipini siktiğime hangi yokluktaki abaza  hergün çiçek gönderiyor anlamış değilim,1
onun için geri akıyor sanki kadın 20 yaşındaki tatlı şirin kız hala  hiç değişmiyor hiç değişme böyle kal,0
unutmadik seni bölücü yavşak,1
bi tek bunlar var başka yok bunlar angut ya,1
çok güzelsin istanbul ama çok günahkârsın,0
evet bu gün gebeş gebeş erkekler tuvaletine girip çıkarken fark etmedim çünkü dünkü hatalarımdan ders almayı biliyorum teşekkürler,1
natodançıkalım diye yazanlara bakıyorum da ne emek ne barış ne demokrasi ne halk iktidarı dertleri var,0
yaladiğiinizosursa alkışlıyorsunuz sıçsa yalıyorsunuz,1
günaydın yeni bir gün yeni bir hafta hayırlı olsun inşallah çalışan herkese hayırlı işler bol kazançlar dilerim herşey gönl,0
şu an biraz sinirliyim ve küfür edeceğim lan orospu çocuğu quaresma amk şarlatanı penaltı atamamak nedir lan aptal,1
çizgiler az gelir hocam bu işin piri desek daha iyi iyiki varsın bu zorlu yolda önümüze ışık sınıf iyiki varsın tebrikler,0
üzerinde açız yazan tişörtlere sığmayan dombili tosuncuklar sizinde  emek ve dayanışma gününüz kutlu olsun ,1
seni dangalak seni bi aynaya o sifata bak bakm meymenet var mi,1
son günlerde kendimi tutamayıp aşırı derecede çikolata ve dondurma yiyorum yemek yiyemiyorum mesela akşam yemeği,0
hayırlı olsun demek adettendir ama üzüldüm valla allah yardımcın olsun,0
anasının amına assın şerefiz piç kurusu,1
gerçekten çok başarılı bayıldım ,0
benim sorunum makyaj yapıp yapmamanız değil her kim kendini nasıl daha güzel ve daha iyi hissediyorsa o şekilde,0
tebrikler çocuklar o zamanlardan bu,0
ulan tudor 10 gundur basaksehir e calisiyoruz dedigin bu muydu,1
al bir manyak daha bunlar foseptikten çıkıyor anlaşılan kafaya bak kafaya,1
şabalak  ömer zaten yerli uçak üretmiyor mu türkiye,1
şişko yanaklarımı nasıl yok edebilirim,0
ilk okulda hoca sessiz sinema oyniycaz ama kitap isimleri ile ben size kitap adi söylicem siz de anlatıcaksınız dediğinde ben,0
amerika da bir vakitte demokrasiyi tadacaktır,0
müzik eşliğinde makyaj yapmak 1 yıl,0
dinle ağaçlı yoldan gelenleri mutlak aşkı duyacaksın,0
embesil  insanlar aç borçlu hersey zamlandi,1
alkolü azalttım kendim için o kadar mutluyum ki,0
rt edelim katilimi artiralim lütfen,0
ulan andaval bulgara satılan arşivleri kör sağır lal sultan kabul etti,1
pislik mi kendine bak dinsiz imansiz insanlarsiniz bel alti vurup vurup ülkeyi perisan etti,1
kayapınar ilçe başkanımız  ve gençlik kolları başkanımız,0
baloda sevdiğim çocukla dans etmeme izin vermediğin için teşekkürler yelloz,1
evlendiğinde kocasının imanının yarısı tamamlanır,0
abim eskiden uzak yazamazsin falan diyodu bu aralar aysena gerçekten bise demiyorum ebeni tersten gormek istiyosan,1
nasılsa bugün nüfus cüzdanımda adım yazar,0
en sonunda senin ebeni sikeceğim yorum yapıp durma neyse engelleyim bok ye,1
ben her ilkbahar aşka aşık olurum yazın aşık olduğum aşkla karşılaşacağıma inanırım sonbaharda ise dökülen yaprak,0
hayırlı cumalar,0
aşk çok güzelsin,0
be amına kodumun çocuğu gökhan inler irfan can orta sahasına 3 orta sahayla bassan nolur gerizeka,1
yaya geçitinden çek arabanı andaval,1
spiros adamdır aksini iddia eden o orospu çocuğu kumandandır,1
çünkü taşak yok da ondan ,1
20 kasim dünya çocuk haklari günü kutlu olsun,0
bir haftalık kaoslardan sonra bizi anca düğün paklar halay başı fandom,0
adem ne şansı ya yeter artık karşı taraf başarılı kabullenin artık bunu survivor,0
